路線名	路線別名	路線管理者	路線備考	料金所	料金所備考	路線番号	料金所番号
西九州自動車道	福岡前原道路 	福岡県道路公社		福岡西		97	901
西九州自動車道	福岡前原道路 	福岡県道路公社		前原		97	902
西九州自動車道	福岡前原道路 	福岡県道路公社		今宿		97	903
西九州自動車道 	武雄佐世保道路			武雄南本線		59	001
西九州自動車道 	武雄佐世保道路			武雄南本線		59	011
西九州自動車道 	武雄佐世保道路			武雄南		59	002
西九州自動車道 	武雄佐世保道路			武雄南		59	012
西九州自動車道 	武雄佐世保道路			佐世保三川内本線		59	003
西九州自動車道 	武雄佐世保道路			佐世保三川内本線		59	013
西九州自動車道 	武雄佐世保道路			佐世保三川内		59	004
西九州自動車道 	武雄佐世保道路			佐世保三川内		59	014
西九州自動車道	佐世保道路			佐世保大塔		59	007
西九州自動車道	佐世保道路			佐世保大塔		59	017
西九州自動車道	佐世保道路			佐世保大塔本線		59	008
西九州自動車道	佐世保道路			佐世保大塔本線		59	018
東九州自動車道	椎田道路			築城		02	903
東九州自動車道	椎田道路			椎田		02	904
東九州自動車道	椎田道路			椎田南		02	905
東九州自動車道	宇佐別府道路			宇佐		02	909
東九州自動車道	宇佐別府道路			院内		01	883
東九州自動車道	宇佐別府道路			院内本線	平成26年9月16日迄	01	884
東九州自動車道	宇佐別府道路			安心院		01	882
東九州自動車道	宇佐別府道路			大分農業文化公園		01	885
東九州自動車道	宇佐別府道路			速見		01	881
東九州自動車道	宇佐別府道路			速見本線		01	886
日出バイパス				速見		96	001
八代日奈久道				八代南		02	337
八代日奈久道				日奈久		02	338
八代日奈久道				日奈久本線		02	379
東九州自動車道	延岡南道路			門川		14	001
東九州自動車道	延岡南道路			門川		14	011
東九州自動車道	延岡南道路			門川本線	平成26年2月19日迄	14	002
東九州自動車道	延岡南道路			延岡南		14	003
東九州自動車道	延岡南道路			日向		14	933
東九州自動車道	延岡南道路			門川南		14	945
南九州自動車道	鹿児島道路			松元		89	001
南九州自動車道	鹿児島道路			松元		89	101
南九州自動車道	鹿児島道路			松元本線		89	002
南九州自動車道	鹿児島道路			松元本線		89	102
南九州自動車道	鹿児島道路			美山本線		89	005
南九州自動車道	鹿児島道路			美山本線		89	105
南九州自動車道	隼人道路			隼人西		02	083
福岡高速道路		福岡北九州高速道路公社		太宰府本線		02	828
福岡高速道路		福岡北九州高速道路公社		福岡本線		02	830
北九州高速道路		福岡北九州高速道路公社		門司本線		02	839
北九州高速道路		福岡北九州高速道路公社		馬場山本線		02	840
山麓バイパス		神戸市道路公社		天王谷（本線）		98	001
山麓バイパス		神戸市道路公社		天王谷（インター）		98	002
新神戸トンネル		神戸市道路公社		箕谷（公社単独）	平成24年9月30日迄	98	003
新神戸トンネル		神戸市道路公社		箕谷（阪高合併）	平成24年9月30日迄	98	103
六甲北有料道路		神戸市道路公社		柳谷（公社単独）		98	004
六甲北有料道路		神戸市道路公社		有野		98	007
六甲北有料道路		神戸市道路公社		大沢		98	009
六甲北有料道路		神戸市道路公社		柳谷（阪高合併）		98	104
六甲有料道路		神戸市道路公社		六甲	平成19年12月11日迄	98	005
六甲有料道路		神戸市道路公社		六甲山トンネル		98	006
丹波綾部道路	京都縦貫自動車道	京都府道路公社		京丹波みずほ		04	916
丹波綾部道路	京都縦貫自動車道	京都府道路公社		京丹波わち		01	260
丹波綾部道路	京都縦貫自動車道	京都府道路公社		綾部安国寺		01	261
綾部宮津道路	京都縦貫自動車道	京都府道路公社		舞鶴大江		01	382
綾部宮津道路	京都縦貫自動車道	京都府道路公社		宮津天橋立		01	383
綾部宮津道路	京都縦貫自動車道	京都府道路公社		宮津天橋立本線		01	388
南阪奈有料道路		大阪府道路公社		たじはや	平成30年3月31日迄	45	001
南阪奈有料道路		大阪府道路公社		たじはや	平成30年3月31日迄	45	011
南阪奈有料道路		大阪府道路公社		たじはや合併	平成30年3月31日迄	45	002
南阪奈有料道路		大阪府道路公社		たじはや合併	平成30年3月31日迄	45	012
南阪奈有料道路		大阪府道路公社		美原東	平成30年3月31日迄	06	352
南阪奈有料道路		大阪府道路公社		羽曳野	平成30年3月31日迄	06	353
堺泉北有料道路		大阪府道路公社		平井本線	平成30年3月31日迄	26	041
堺泉北有料道路		大阪府道路公社		平井本線	平成30年3月31日迄	44	001
堺泉北有料道路		大阪府道路公社		平井本線	平成30年3月31日迄	26	141
堺泉北有料道路		大阪府道路公社		平井本線	平成30年3月31日迄	06	325
堺泉北有料道路		大阪府道路公社		平井本線	平成30年3月31日迄	06	326
堺泉北有料道路		大阪府道路公社		太平寺・平井	平成30年3月31日迄	44	002
堺泉北有料道路		大阪府道路公社		太平寺・平井	平成30年3月31日迄	44	102
堺泉北有料道路		大阪府道路公社		平井	平成30年3月31日迄	06	370
堺泉北有料道路		大阪府道路公社		太平寺	平成30年3月31日迄	06	371
堺泉北有料道路		大阪府道路公社		菱木本線	平成30年3月31日迄	44	004
堺泉北有料道路		大阪府道路公社		菱木本線	平成30年3月31日迄	44	104
堺泉北有料道路		大阪府道路公社		菱木本線	平成30年3月31日迄	06	042
堺泉北有料道路		大阪府道路公社		菱木本線	平成30年3月31日迄	06	373
堺泉北有料道路		大阪府道路公社		菱木本線	平成30年3月31日迄	06	374
堺泉北有料道路		大阪府道路公社		菱木本線	平成30年3月31日迄	06	375
堺泉北有料道路		大阪府道路公社		菱木	平成30年3月31日迄	06	372
堺泉北有料道路		大阪府道路公社		助松ＪＣＴ	平成30年3月31日迄	03	631
箕面グリーンロード		大阪府道路公社		止々呂美		33	001
箕面グリーンロード		大阪府道路公社		止々呂美		33	011
第二阪奈有料道路		大阪府道路公社・奈良県道路公社		小瀬本線	平成31年3月31日迄	42	001
第二阪奈有料道路		大阪府道路公社・奈良県道路公社		小瀬	平成31年3月31日迄	42	002
第二阪奈有料道路		大阪府道路公社・奈良県道路公社		壱分	平成31年3月31日迄	42	003
播但連絡道路		兵庫県道路公社		花田（均一）		01	150
播但連絡道路		兵庫県道路公社		花田（均一）		02	250
播但連絡道路		兵庫県道路公社		花田本線		01	151
播但連絡道路		兵庫県道路公社		花田		01	152
播但連絡道路		兵庫県道路公社		豊富		01	153
播但連絡道路		兵庫県道路公社		砥堀		01	154
播但連絡道路		兵庫県道路公社		船津		01	155
播但連絡道路		兵庫県道路公社		福崎南		01	156
播但連絡道路		兵庫県道路公社		福崎北		01	157
播但連絡道路		兵庫県道路公社		市川南		01	158
播但連絡道路		兵庫県道路公社		市川北		01	159
播但連絡道路		兵庫県道路公社		神崎南		01	160
播但連絡道路		兵庫県道路公社		神崎北		01	161
播但連絡道路		兵庫県道路公社		生野		01	162
播但連絡道路		兵庫県道路公社		生野北第一		01	163
播但連絡道路		兵庫県道路公社		生野北第二		01	164
播但連絡道路		兵庫県道路公社		朝来		01	165
播但連絡道路		兵庫県道路公社		和田山		01	166
播但連絡道路		兵庫県道路公社		和田山		01	167
遠阪トンネル		兵庫県道路公社		遠阪トンネル		01	149
遠阪トンネル		兵庫県道路公社		遠阪トンネル		88	249
常陸那珂有料道路		茨城県道路公社		ひたちなか本線		56	047
常陸那珂有料道路		茨城県道路公社		ひたちなか本線		56	147
流山有料道路		千葉県道路公社		流山	平成27年4月14日　無料開放	84	018
銚子連絡道路		千葉県道路公社		松尾横芝		03	113
銚子連絡道路		千葉県道路公社		松尾横芝		30	113
日立有料道路		茨城県道路公社		日立中央		55	019
能越自動車道		富山県道路公社		小矢部東本線		67	668
ながさき出島道路		長崎県道路公社		長崎本線		02	887
ながさき出島道路		長崎県道路公社		ながさき出島道路		85	888
川平有料道路		長崎県道路公社		川平		95	102
川平有料道路		長崎県道路公社		川平		95	112
川平有料道路		長崎県道路公社		川平本線		95	104
川平有料道路		長崎県道路公社		川平本線		95	114
広島高速１号線		広島高速道路公社		都市高速広島東入口		09	200
広島高速１号線		広島高速道路公社		都市高速広島東入口		38	200
広島高速１号線		広島高速道路公社		都市高速広島東料金所		09	201
広島高速１号線		広島高速道路公社		都市高速広島東料金所		38	201
広島高速１号線		広島高速道路公社		都市高速広島東料金所		09	209
広島高速１号線		広島高速道路公社		都市高速広島東料金所		38	209
広島高速１号線		広島高速道路公社		福田入口		09	210
広島高速１号線		広島高速道路公社		福田入口		38	210
広島高速１号線		広島高速道路公社		福田料金所		09	211
広島高速１号線		広島高速道路公社		福田料金所		38	211
広島高速１号線		広島高速道路公社		馬木入口		09	212
広島高速１号線		広島高速道路公社		馬木入口		38	212
広島高速１号線		広島高速道路公社		馬木料金所		09	213
広島高速１号線		広島高速道路公社		馬木料金所		38	213
広島高速１号線		広島高速道路公社		温品入口		09	214
広島高速１号線		広島高速道路公社		温品入口		38	214
広島高速１号線		広島高速道路公社		温品料金所		09	215
広島高速１号線		広島高速道路公社		温品料金所		38	215
広島高速１号線		広島高速道路公社		間所入口		09	216
広島高速１号線		広島高速道路公社		間所入口		38	216
広島高速１号線		広島高速道路公社		間所料金所		09	217
広島高速１号線		広島高速道路公社		間所料金所		38	217
広島高速２号線		広島高速道路公社		矢賀入口		09	220
広島高速２号線		広島高速道路公社		矢賀入口		38	220
広島高速２号線		広島高速道路公社		矢賀料金所		09	221
広島高速２号線		広島高速道路公社		矢賀料金所		38	221
広島高速２号線		広島高速道路公社		府中入口		09	222
広島高速２号線		広島高速道路公社		府中入口		38	222
広島高速２号線		広島高速道路公社		府中料金所		09	223
広島高速２号線		広島高速道路公社		府中料金所		38	223
広島高速２号線		広島高速道路公社		大州入口		09	226
広島高速２号線		広島高速道路公社		大州入口		38	226
広島高速２号線		広島高速道路公社		大州料金所		09	227
広島高速２号線		広島高速道路公社		大州料金所		38	227
広島高速２号線		広島高速道路公社		東雲入口		09	228
広島高速２号線		広島高速道路公社		東雲入口		38	228
広島高速２号線		広島高速道路公社		東雲料金所		09	229
広島高速２号線		広島高速道路公社		東雲料金所		38	229
広島高速２号線		広島高速道路公社		仁保入口		09	264
広島高速２号線		広島高速道路公社		仁保入口		38	264
広島高速２号線		広島高速道路公社		仁保料金所		09	265
広島高速２号線		広島高速道路公社		仁保料金所		38	265
広島高速３号線		広島高速道路公社		宇品入口		09	230
広島高速３号線		広島高速道路公社		宇品入口		38	230
広島高速３号線		広島高速道路公社		宇品料金所		09	231
広島高速３号線		広島高速道路公社		宇品料金所		38	231
広島高速３号線		広島高速道路公社		出島入口		09	232
広島高速３号線		広島高速道路公社		出島入口		38	232
広島高速３号線		広島高速道路公社		出島料金所		09	233
広島高速３号線		広島高速道路公社		出島料金所		38	233
広島高速３号線		広島高速道路公社		吉島入口		09	234
広島高速３号線		広島高速道路公社		吉島入口		38	234
広島高速３号線		広島高速道路公社		吉島料金所		09	235
広島高速３号線		広島高速道路公社		吉島料金所		38	235
広島高速３号線		広島高速道路公社		都市高速観音入口		09	236
広島高速３号線		広島高速道路公社		都市高速観音入口		38	236
広島高速３号線		広島高速道路公社		都市高速観音料金所		09	237
広島高速３号線		広島高速道路公社		都市高速観音料金所		38	237
広島高速４号線		広島高速道路公社		沼田上り		09	240
広島高速４号線		広島高速道路公社		沼田上り		38	240
広島高速４号線		広島高速道路公社		沼田下り		09	241
広島高速４号線		広島高速道路公社		沼田下り		38	241
臨港道路海田大橋		広島高速道路公社	広島県から受託	海田広島入口	広島高速道路入口	09	260
臨港道路海田大橋		広島高速道路公社	広島県から受託	海田広島入口	広島高速道路入口	38	260
臨港道路海田大橋		広島高速道路公社	広島県から受託	海田広島料金所	広島高速道路出口	09	261
臨港道路海田大橋		広島高速道路公社	広島県から受託	海田広島料金所	広島高速道路出口	38	261
臨港道路海田大橋		広島高速道路公社	広島県から受託	海田料金所（下り）	海田大橋	09	262
臨港道路海田大橋		広島高速道路公社	広島県から受託	海田料金所（下り）	海田大橋	38	262
臨港道路海田大橋		広島高速道路公社	広島県から受託	海田料金所（上り）	海田大橋	09	263
臨港道路海田大橋		広島高速道路公社	広島県から受託	海田料金所（上り）	海田大橋	38	263
広島呉道路			広島高速道路公社分	坂本線入口	広島高速道路入口	09	270
広島呉道路			広島高速道路公社分	坂本線入口	広島高速道路入口	38	270
広島呉道路			広島高速道路公社分	坂本線料金所	広島高速道路出口	09	271
広島呉道路			広島高速道路公社分	坂本線料金所	広島高速道路出口	38	271
山口宇部道路		山口県道路公社		嘉川・由良	平成24年3月28日　無料開放	01	354
山口宇部道路		山口県道路公社		阿知須	平成24年3月28日　無料開放	01	355
山口宇部道路		山口県道路公社		宇部東	平成24年3月28日　無料開放	01	356
山口宇部道路		山口県道路公社		宇部南	平成24年3月28日　無料開放	01	357
日光宇都宮道路		栃木県道路公社		篠井		73	005
日光宇都宮道路		栃木県道路公社		大沢本線		73	001
日光宇都宮道路		栃木県道路公社		大沢本線		73	011
日光宇都宮道路		栃木県道路公社		大沢		73	002
日光宇都宮道路		栃木県道路公社		大沢		73	012
日光宇都宮道路		栃木県道路公社		日光本線		73	003
日光宇都宮道路		栃木県道路公社		日光本線		73	013
日光宇都宮道路		栃木県道路公社		日光		73	004
日光宇都宮道路		栃木県道路公社		日光		73	014
指宿スカイライン		鹿児島県道路公社		山田		60	001
琵琶湖大橋有料道路		滋賀県道路公社		琵琶湖大橋有料道路		40	001
